sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,weight,product_online,tax_class_name,visibility,price,special_price,url_key,brand,strain,sava_product_type,helps_with,daytime_nightime,cannabinoids,region,psychoactivity,cbd_thc_ratios,terpenes,dose,size,color,scent,flavor,qty,use_config_min_qty,is_qty_decimal,is_in_stock,stock_status,manage_stock,source_tracking_mode,configurable_variations,configurable_variation_labels,associated_skus,intro_text,short_description,description,ingredients,dosing,base_image,small_image,thumbnail_image,additional_images,internal_name,errors
S4A9PRO2,,Concentrates,simple,"Shop/Products/Inhale/Pax Era Pods,Shop/Explore/Cannabinoids/THC,Shop/Explore/Cannabinoids/CBD,Shop/Explore/Strain/Hybrid/Balanced,Shop/Explore/Helps With/Anxiety,Shop/Explore/Helps With/Mood,Shop/Explore/Helps With/Energy,Shop/Explore/Helps With/Stress,Shop/Explore/Helps With/Energizing,Shop/Explore/Feeling/Daytime,Shop/Explore/Feeling/Nighttime,Shop/Explore/Feeling/Anytime",base,"Sundae Driver Single Origin Pax Era Pod",,1,,"Catalog, Search",33,,bloom-farms-sundae-driver-single-origin-pax-era-pod,"Bloom Farms","Balanced Hybrid","Pax Era Pods|Vaping",Anxiety|Mood|Energy|Stress|Energizing,Daytime|Nighttime|Anytime,THC|CBD,,,,,,,,,,27,1,,1,1,1,None,,,,"Indulge in a giggly euphoria with this happy hybrid.","<p>This happy hybrid is known for its perfectly balanced effects and flavor. Its piney, earthy base offers notes of sweet creaminess and hints of savory herbs like rosemary and sage.</p>","<p>This happy hybrid is known for its perfectly balanced effects and flavor. Its piney, earthy base offers notes of sweet creaminess and hints of savory herbs like rosemary and sage. Indulge in happy, giggly euphoria that slowly melts into deeply satisfying, sleepy relaxation.
Sundae Driver is a 2018 creation by the breeders at Cannarado Genetics in Colorado. A cross of FPOG (also called Fruity Pebbles OG) and Grape Pie, Sundae Driver favors a creamy, grape flavor and matching aromas.</p>
<p>Sundae Driver’s potency and terpene palette won votes for one of the best strains of 2018 by High Times magazine.</p>","<p>Single origin cannabis concentrate</p>","<p>0.84% CBD - 84% THC</p>",https://images.ctfassets.net/4a6u5f7bz40f/3Ve5aQJlvvSxZLdy6rQhtv/77e364aee974515751407a91a467758c/Screen_Shot_2021-05-25_at_12.00.50_PM.png,https://images.ctfassets.net/4a6u5f7bz40f/3Ve5aQJlvvSxZLdy6rQhtv/77e364aee974515751407a91a467758c/Screen_Shot_2021-05-25_at_12.00.50_PM.png,https://images.ctfassets.net/4a6u5f7bz40f/3Ve5aQJlvvSxZLdy6rQhtv/77e364aee974515751407a91a467758c/Screen_Shot_2021-05-25_at_12.00.50_PM.png,,"Bloom Farms - Sundae Driver Single Origin Pax Era Pod","Value for 'daytime_nightime' attribute contains incorrect value, see acceptable values on settings specified for Admin"
SE4APRO1,,Flower,simple,"Shop/Products/Inhale/Pre-Rolls,Shop/Explore/Cannabinoids/THC,Shop/Explore/Strain/Hybrid/Sativa-Dominant,Shop/Explore/Helps With/Mood,Shop/Explore/Helps With/Energy,Shop/Explore/Helps With/Stress,Shop/Explore/Helps With/Creativity,Shop/Explore/Helps With/Focus,Shop/Explore/Helps With/Energizing,Shop/Explore/Helps With/Socializing,Shop/Explore/Feeling/Daytime",base,"Peaches N Cream Infused 5-Pack",,1,,Catalog,44,,stone-road-peaches-n-cream-infused-5-pack,"Stone Road","Sativa-Dominant Hybrid",Pre-Rolls,Mood|Energy|Stress|Creativity|Focus|Energizing|Socializing,Daytime,THC,,,,,,,,,,,1,,,,1,None,,,,"A sativa hybrid strain with a flavor that lives up to its name.","<p>Peaches N Cream delivers heady euphoria, creativity, and all around good moods. An excellent choice for socializing and completing focused tasks.</p>","<p>Peaches N Cream is a sativa hybrid strain with a flavor that lives up to its name. Its floral and citrusy aroma gives way to a sweet and fruity flavor underscored by a subtle spiciness. Peaches N Cream delivers heady euphoria, creativity, and all around good moods, making this strain an excellent choice for socializing and completing focused tasks.
Each pack contains five joints with .7g flower each.</p>","<p>100% natural cannabis</p>","<p>Approximately 0.11% CBD - 20.50% THC</p>",https://images.ctfassets.net/4a6u5f7bz40f/4IAmQQmGBinCaEm2ENuGK7/ddd2e80908470f4f150f08a1162e0aee/Stone_Road_-_5_pk.jpg,https://images.ctfassets.net/4a6u5f7bz40f/4IAmQQmGBinCaEm2ENuGK7/ddd2e80908470f4f150f08a1162e0aee/Stone_Road_-_5_pk.jpg,https://images.ctfassets.net/4a6u5f7bz40f/4IAmQQmGBinCaEm2ENuGK7/ddd2e80908470f4f150f08a1162e0aee/Stone_Road_-_5_pk.jpg,,"Stone Road - Peaches N Cream Infused 5-Pack",
S1B7PRO1,,Flower,simple,"Shop/Products/Inhale/Omura Cartridges,Shop/Explore/Cannabinoids/THC,Shop/Explore/Cannabinoids/CBD,Shop/Explore/Strain/Hybrid/Indica-Dominant,Shop/Explore/Helps With/Anxiety,Shop/Explore/Helps With/Mood,Shop/Explore/Helps With/Pain,Shop/Explore/Helps With/Stress,Shop/Explore/Feeling/Nighttime",base,"TSO Peaceful: Whole Flower Omura Sticks",,1,,Catalog,20,,tso-peaceful-whole-flower-omura-sticks,,"Indica-Dominant Hybrid",Flower,Anxiety|Mood|Pain|Stress,Nighttime,THC|CBD,"Sonoma County",,,,,,,,,,1,,,,1,None,,,,"Feel rested with White Tahoe Cookies. Alleviates stress, anxiety, and minor pains.","<p>Relax your body and mind with this THC dominant strain. For use with the Omura Vaporizer.</p>","<p>Relax your body and mind with this THC dominant strain.
TSO Sonoma Flower Sticks have .17 grams of flower each, and pair exclusively with the Omura Series 1 device. Sticks are single use, 100% biodegradable, and made from rainforest safe paper. 12 sticks per pack.</p>
<p>For use with the <a href=""https://www.getsava.com/shop/omura-omura-vaporizer"">Omura Vaporizer</a></p>","<p>100% Whole Cannabis Flower
Each stick provides on three-minute vaporizing session.</p>","<p>0.2% CBD - 19.6% THC</p>",https://images.ctfassets.net/4a6u5f7bz40f/276Waq4YhiCc1jWJALA8Hj/84003dcc9d309615b4f6451d411e6fe0/TSO_Peaceful.jpg,https://images.ctfassets.net/4a6u5f7bz40f/276Waq4YhiCc1jWJALA8Hj/84003dcc9d309615b4f6451d411e6fe0/TSO_Peaceful.jpg,https://images.ctfassets.net/4a6u5f7bz40f/276Waq4YhiCc1jWJALA8Hj/84003dcc9d309615b4f6451d411e6fe0/TSO_Peaceful.jpg,," - TSO Peaceful: Whole Flower Omura Sticks",
S12CPRO1,,Flower,simple,"Shop/Products/Inhale/Pre-Rolls,Shop/Explore/Cannabinoids/THC,Shop/Explore/Strain/Hybrid/Balanced,Shop/Explore/Helps With/Mood,Shop/Explore/Helps With/Energy,Shop/Explore/Helps With/Stress,Shop/Explore/Helps With/Creativity,Shop/Explore/Helps With/Energizing,Shop/Explore/Feeling/Anytime",base,"Mimosa x Ice Cream Cake Live Rosin Cone",,1,,"Catalog, Search",22,,doc-greens-mimosa-ice-cream-cake-live-rosin-cone,"Doc Green's","Balanced Hybrid",Pre-Rolls,Mood|Energy|Stress|Creativity|Energizing,Anytime,THC,,,,,,,,,,19,1,,1,1,1,None,,,,"A citrusy, sweet hybrid that will have you feeling elevated.","<p>Mimosa flower with Ice Cream Cake rosin. Sweet and creamy, this strain is great for creative pursuits.</p>","<ul>
<li>Mimosa flower cultivated by Lifted Organics, Santa Cruz County - Ice Cream Cake cultivated by Northfolk Farms, Calaveras County</li>
<li>Hybrid - 27.96% THC, 1.66% Terpenes</li>
<li>Mimosa Lineage: Purple Punch x Clementine</li>
<li>Top Terps: β-Caryophyllene, Ocimene, α-Pinene</li>
<li>Tasting notes: Citrus, sweet and creamy</li>
<li>Effect notes: Elevated, creative and irie</li>
</ul>
<hr>
<p><strong>Live Rosin Infused Cones:</strong> Experience our proprietary Infused Paper for a more full spectrum joint experience. Packed with 1.2 grams of premium full flower, never shake nor trim. Either top quality indoor for Oakland Equity licensee Cloud 9 Cannabis or Premium Sungrown from Madrone Farms and other legacy cultivators in The Emerald Triangle.</p>",,"<p>27.96% THC</p>",https://images.ctfassets.net/4a6u5f7bz40f/2lwqMk08cqp22C3s7W7QVF/872e0d1ac02fd67d6d8956aee7659a4a/Doc-Greens-Mimosa-Cone.jpg,https://images.ctfassets.net/4a6u5f7bz40f/2lwqMk08cqp22C3s7W7QVF/872e0d1ac02fd67d6d8956aee7659a4a/Doc-Greens-Mimosa-Cone.jpg,https://images.ctfassets.net/4a6u5f7bz40f/2lwqMk08cqp22C3s7W7QVF/872e0d1ac02fd67d6d8956aee7659a4a/Doc-Greens-Mimosa-Cone.jpg,,"Doc Green's - Mimosa x Ice Cream Cake Live Rosin Cone",
SDA5PRO1,,Flower,simple,"Shop/Products/Inhale/Pre-Rolls,Shop/Explore/Cannabinoids/THC,Shop/Explore/Strain/Indica,Shop/Explore/Helps With/Anxiety,Shop/Explore/Helps With/Appetite Stimulation,Shop/Explore/Helps With/Mood,Shop/Explore/Helps With/Sleep,Shop/Explore/Helps With/Muscle pain,Shop/Explore/Helps With/Pain,Shop/Explore/Helps With/Stress,Shop/Explore/Helps With/Athletic Recovery,Shop/Explore/Feeling/Nighttime",base,"Granddaddy Purple Pre-Roll Pack",,1,,Catalog,27,,henrys-original-granddaddy-purple-pre-roll-pack,"Henry's Original",Indica,Pre-Rolls,"Anxiety|Appetite Stimulation|Mood|Sleep|Muscle pain|Pain|Stress|Athletic Recovery",Nighttime,THC,Mendocino,,,,,,,,,,1,,,,1,None,,,,"A nighttime strain that's relaxing, sleepy, and euphoric.","<p>An indica that's a cross between Purple Urkle and Big Bud, Graddaddy Purple has a sweet berry and grape aroma with potent mind and body effects. Providing cerebral euphoria and physical relaxation, GDP is great for treating stress, pain, and appetite loss.</p>","<p>An indica that's a cross between Purple Urkle and Big Bud, Graddaddy Purple has a sweet berry and grape aroma with potent mind and body effects. Providing cerebral euphoria and physical relaxation, GDP is great for treating stress, pain, and appetite loss. Recommended for nighttime use, this strain will have you glued to your couch and ready for bed.</p>","<p>Pure cannabis flower</p>",,https://images.ctfassets.net/4a6u5f7bz40f/25e2VxDHslHjzMHw2KIpwx/f5564cfe799176d81be6a92319337de7/HenrysOriginal_Generic_PreRolls.jpg,https://images.ctfassets.net/4a6u5f7bz40f/25e2VxDHslHjzMHw2KIpwx/f5564cfe799176d81be6a92319337de7/HenrysOriginal_Generic_PreRolls.jpg,https://images.ctfassets.net/4a6u5f7bz40f/25e2VxDHslHjzMHw2KIpwx/f5564cfe799176d81be6a92319337de7/HenrysOriginal_Generic_PreRolls.jpg,,"Henry's Original - Granddaddy Purple Pre-Roll Pack",
S0CBPRO1,,Flower,simple,"Shop/Products/Inhale/Pre-Rolls,Shop/Explore/Cannabinoids/THC,Shop/Explore/Terpenes/Pinene,Shop/Explore/Terpenes/Caryophyllene,Shop/Explore/Terpenes/Humulene,Shop/Explore/Strain/Indica,Shop/Explore/Helps With/Mood,Shop/Explore/Helps With/Sleep,Shop/Explore/Helps With/Muscle pain,Shop/Explore/Helps With/Pain,Shop/Explore/Helps With/Stress,Shop/Explore/Feeling/Nighttime",base,"Black Mamba Single Pre-Roll",,1,,Catalog,11,,henrys-original-black-mamba-single-pre-roll,"Henry's Original",Indica,Pre-Rolls,"Mood|Sleep|Muscle pain|Pain|Stress",Nighttime,THC,Mendocino,,,Pinene|Caryophyllene|Humulene,,,,,,,1,,,,1,None,,,,"Best for experienced smokers, this indica is incredibly potent and strong.","<p>The Black Mamba strain works hard to earn its name. Easily knocking out less experienced smokers, this cultivar doesn’t joke around,</p>","<p>Known to be incredibly potent and strong, the Black Mamba strain works hard to earn its name. Easily knocking out less experienced smokers, this cultivar doesn’t joke around, and comes with a fair warning that deters novices and rookies from dancing with the dangerous mamba.</p>","<p>Pure cannabis flower</p>",,https://images.ctfassets.net/4a6u5f7bz40f/45gAQq9NJKu06oBxiKAlaC/75a1a3985cc27d83c7e3c30a70ee9c4b/HenrysOriginal_Generic_SinglePreRoll.jpg,https://images.ctfassets.net/4a6u5f7bz40f/45gAQq9NJKu06oBxiKAlaC/75a1a3985cc27d83c7e3c30a70ee9c4b/HenrysOriginal_Generic_SinglePreRoll.jpg,https://images.ctfassets.net/4a6u5f7bz40f/45gAQq9NJKu06oBxiKAlaC/75a1a3985cc27d83c7e3c30a70ee9c4b/HenrysOriginal_Generic_SinglePreRoll.jpg,,"Henry's Original - Black Mamba Single Pre-Roll",
SB0CPRO1,,Flower,simple,"Shop/Products/Inhale/Flower,Shop/Explore/Cannabinoids/THC,Shop/Explore/Strain/Hybrid/Indica-Dominant,Shop/Explore/Helps With/Sleep,Shop/Explore/Helps With/Muscle pain,Shop/Explore/Helps With/Pain,Shop/Explore/Helps With/PMS,Shop/Explore/Helps With/Stress,Shop/Explore/Feeling/Nighttime",base,"SFV OG Flower",,1,,Catalog,33,,henry-s-original-sfv-og-flower,"Henry's Original","Indica-Dominant Hybrid",Flower,"Sleep|Muscle pain|Pain|PMS|Stress",Nighttime,THC,Mendocino,,,,,,,,,,1,,,,1,None,,,,"An indica dominant strain with sedating and relaxing effects.","<p>SFV OG is great for treating chronic pain, stressful feelings, and sleep issues. Smokers can expect and initial head high followed by a gentle body buzz.</p>","<p>This indica dominant hybrid provides sedating and relaxing effects. Great for treating chronic pain, stressful feelings, and sleep issues. Sweet pine and lemon come to the forefront of SFV OG's flavor profile. Smokers can expect and initial head high followed by a gentle body buzz.</p>","<p>Pure cannabis flower</p>","<p>27.59% THC</p>",https://images.ctfassets.net/4a6u5f7bz40f/3auG3a5AMvDrWbMakTDVm6/0dfb843fd102803714ae79ed324f7d4b/henrys-original-flower-sfvog-1477.jpg,https://images.ctfassets.net/4a6u5f7bz40f/3auG3a5AMvDrWbMakTDVm6/0dfb843fd102803714ae79ed324f7d4b/henrys-original-flower-sfvog-1477.jpg,https://images.ctfassets.net/4a6u5f7bz40f/3auG3a5AMvDrWbMakTDVm6/0dfb843fd102803714ae79ed324f7d4b/henrys-original-flower-sfvog-1477.jpg,https://images.ctfassets.net/4a6u5f7bz40f/57uMVazz19wEYfiF5zPQDb/c8e24a2383fb9e2af36e3dd1a95d0571/henrys-original-flower-sfvog-1478.jpg,"Henry's Original - SFV OG Flower",
S8D6PRO3,,Flower,simple,"Shop/Products/Inhale/Pre-Rolls,Shop/Explore/Cannabinoids/THC,Shop/Explore/Terpenes/Pinene,Shop/Explore/Terpenes/Myrcene,Shop/Explore/Terpenes/Caryophyllene,Shop/Explore/Strain/Sativa,Shop/Explore/Helps With/Mood,Shop/Explore/Helps With/Muscle pain,Shop/Explore/Helps With/Pain,Shop/Explore/Helps With/Focus,Shop/Explore/Feeling/Daytime",base,"Blue Dream Single Pre-Roll",,1,,Catalog,11,,henrys-original-blue-dream-single-pre-roll,"Henry's Original",Sativa,Pre-Rolls,"Mood|Muscle pain|Pain|Focus",Daytime,THC,Mendocino,,,Pinene|Myrcene|Caryophyllene,,,,,,,1,,,,1,None,,,,"Creates a happy high without sedative effects that's great for daytime use.","<p>Blue Dream is an uplifting and energizing sativa-dominant hybrid. This flower delivers full body relaxation without the sleepy effects of many pain-relieving strains.</p>","<p>This legendary West Coast sativa is known for its dreamy, euphoric high, heavy-hitting pain relief effects, and bright berry haze flavor. Blue Dream is often used by medical patients to relieve pain or nausea and lift the mood, without the sleepy effects of many pain-relieving strains.</p>","<p>Pure cannabis flower</p>",,https://images.ctfassets.net/4a6u5f7bz40f/45gAQq9NJKu06oBxiKAlaC/75a1a3985cc27d83c7e3c30a70ee9c4b/HenrysOriginal_Generic_SinglePreRoll.jpg,https://images.ctfassets.net/4a6u5f7bz40f/45gAQq9NJKu06oBxiKAlaC/75a1a3985cc27d83c7e3c30a70ee9c4b/HenrysOriginal_Generic_SinglePreRoll.jpg,https://images.ctfassets.net/4a6u5f7bz40f/45gAQq9NJKu06oBxiKAlaC/75a1a3985cc27d83c7e3c30a70ee9c4b/HenrysOriginal_Generic_SinglePreRoll.jpg,,"Henry's Original - Blue Dream Single Pre-Roll",
S56APRO2,,Flower,simple,"Shop/Products/Inhale/Flower,Shop/Explore/Cannabinoids/THC,Shop/Explore/Strain/Indica,Shop/Explore/Helps With/Mood,Shop/Explore/Helps With/Sleep,Shop/Explore/Helps With/Pain,Shop/Explore/Helps With/Stress,Shop/Explore/Feeling/Nighttime",base,"Captain Larry Sun Grown Flower",,1,,Catalog,31,,bloom-farms-captain-larry-sun-grown-flower,"Bloom Farms",Indica,Flower,Mood|Sleep|Pain|Stress,Nighttime,THC,,,,,,,,,,,1,,,,1,None,,,,"An indica that is your new best bedtime buddy.","<p>Captain Larry will lead the way to fun and happy evening contentment and soothing body relaxation. Its fruity flavor is sweet and herbal with pleasingly peppery undertones that will keep you smiling inside and out.</p>","<p>Your new best bedtime bud Captain Larry, a cross of Capt. America OG and Purple Punch, will lead the way to fun and happy evening contentment and soothing body relaxation. Its fruity flavor is sweet and herbal with pleasingly peppery undertones that will keep you smiling inside and out.</p>","<p>Premium sun grown natural cannabis flower</p>","<p>22.67% THC</p>",https://images.ctfassets.net/4a6u5f7bz40f/JkfYHUnVotsakat6AgbTx/ce73d42a2feb9ebe9ba6b6caa332f747/Bloom_Farms_Generic_SungrownFlower.jpg,https://images.ctfassets.net/4a6u5f7bz40f/JkfYHUnVotsakat6AgbTx/ce73d42a2feb9ebe9ba6b6caa332f747/Bloom_Farms_Generic_SungrownFlower.jpg,https://images.ctfassets.net/4a6u5f7bz40f/JkfYHUnVotsakat6AgbTx/ce73d42a2feb9ebe9ba6b6caa332f747/Bloom_Farms_Generic_SungrownFlower.jpg,,"Bloom Farms - Captain Larry Sun Grown Flower",
SF02PRO2,,Concentrates,simple,"Shop/Products/Inhale/Vaping,Shop/Explore/Cannabinoids/THC,Shop/Explore/Strain/Hybrid/Indica-Dominant,Shop/Explore/Helps With/Mood,Shop/Explore/Helps With/Energy,Shop/Explore/Helps With/Pain,Shop/Explore/Helps With/Focus,Shop/Explore/Helps With/Energizing,Shop/Explore/Feeling/Daytime",base,"SFV OG Live Resin Cartridge",,1,,Catalog,39,,bloom-farms-sfv-og-live-resin-cartridge,"Bloom Farms","Indica-Dominant Hybrid",Vaping,Mood|Energy|Pain|Focus|Energizing,Daytime,THC,,,,,,,,,,,1,,,,1,None,,,,"This indica-dominant hybrid helps soothe stressful thoughts and relieve pain.","<p>SFV OG remains a fan-favorite choice for its powerfully potent effects and smooth flavor—strong on gassy diesel with sweet and spicy notes. The strain is the perfect balance between energetic euphoria and deep body relaxation.</p>","<p>SFV OG remains a fan-favorite choice for its powerfully potent effects and smooth flavor—strong on gassy diesel with sweet and spicy notes. The indica-dominant strain is the perfect balance between energetic euphoria and deep body relaxation. Offering uplifting cerebral effects, this happy hybrid is often chosen for its ability to help soothe stressful thoughts and pain relief.</p>","<p>100% cannabis oil</p>","<p>80% THC</p>",https://images.ctfassets.net/4a6u5f7bz40f/4vDamfPYZF2KqPqvOjMqcc/f1f59b08751f9bb67c64c14c76509cbd/bloom-farms-SFVOG-LR-500mg.jpg,https://images.ctfassets.net/4a6u5f7bz40f/4vDamfPYZF2KqPqvOjMqcc/f1f59b08751f9bb67c64c14c76509cbd/bloom-farms-SFVOG-LR-500mg.jpg,https://images.ctfassets.net/4a6u5f7bz40f/4vDamfPYZF2KqPqvOjMqcc/f1f59b08751f9bb67c64c14c76509cbd/bloom-farms-SFVOG-LR-500mg.jpg,,"Bloom Farms - SFV OG Live Resin Cartridge",
SE71PRO1,,Flower,simple,"Shop/Products/Inhale/Pre-Rolls,Shop/Explore/Cannabinoids/THC,Shop/Explore/Helps With/Mood,Shop/Explore/Helps With/Muscle pain,Shop/Explore/Helps With/Pain,Shop/Explore/Helps With/Stress,Shop/Explore/Helps With/Creativity,Shop/Explore/Helps With/Focus,Shop/Explore/Feeling/Anytime",base,"Cherry AK Infused 5-Pack",,1,,Catalog,44,,stone-road-cherry-ak-infused-5-pack,"Stone Road",,Pre-Rolls,"Mood|Muscle pain|Pain|Stress|Creativity|Focus",Anytime,THC,,,,,,,,,,,1,,,,1,None,,,,"Sativa-dominant hybrid that offers cerebral stimulation and body relaxation.","<p>Cherry AK is infused with Italian hash for an added cerebral effect. Recreational users will find potency in this strain while enjoying the uplifting mental euphoria and clarity coupled with a relaxing body high.</p>","<p>Cherry AK-47 is a rare cherry-scented phenotype of AK-47. Its reddish-purple coloration, berry aroma and flavor give way to its name. This strain is a Sativa-dominant hybrid offering users cerebral stimulation coupled with complete body relaxation. Truly a balance of effects. Recreational users will find potency in this strain while enjoying the uplifting mental euphoria and clarity coupled with a relaxing body high. Cherry AK is infused with Italian hash for an added cerebral effect.
5 joints | 3.5 grams, .7g flower each</p>",,"<p>20.67% THC</p>",https://images.ctfassets.net/4a6u5f7bz40f/4IAmQQmGBinCaEm2ENuGK7/ddd2e80908470f4f150f08a1162e0aee/Stone_Road_-_5_pk.jpg,https://images.ctfassets.net/4a6u5f7bz40f/4IAmQQmGBinCaEm2ENuGK7/ddd2e80908470f4f150f08a1162e0aee/Stone_Road_-_5_pk.jpg,https://images.ctfassets.net/4a6u5f7bz40f/4IAmQQmGBinCaEm2ENuGK7/ddd2e80908470f4f150f08a1162e0aee/Stone_Road_-_5_pk.jpg,,"Stone Road - Cherry AK Infused 5-Pack",
S9C3PRO1,,Flower,simple,"Shop/Products/Inhale/Pre-Rolls,Shop/Explore/Cannabinoids/THC,Shop/Explore/Strain/Hybrid/Sativa-Dominant,Shop/Explore/Helps With/Mood,Shop/Explore/Helps With/Energy,Shop/Explore/Helps With/Energizing,Shop/Explore/Helps With/Socializing,Shop/Explore/Feeling/Daytime",base,"Mimosa Pre-Roll Pack",,1,,Catalog,33,,stone-road-mimosa-pre-roll-pack,"Stone Road","Sativa-Dominant Hybrid",Pre-Rolls,Mood|Energy|Energizing|Socializing,Daytime,THC,,,,,,,,,,,1,,,,1,None,,,,"A sativa-dominant hybrid that produces an energetic and uplifting high.","<p>Mimosa has garnered praise for its outstanding fruit punch, citrus rind aroma and pleasurable mid-level buzz. With citrus notes and earthy undertones, this strain smells as sweet as the fashionable and fruity drink it’s named after.</p>","<p>Mimosa is a sativa hybrid cross of Clementine x Purple Punch. Garnered praise for its outstanding fruit punch, citrus rind aroma and pleasurable mid-level buzz, this strain produces an energetic and uplifting high. That being said there is no bad time to enjoy Mimosa. With citrus notes and earthy undertones, this strain smells as sweet as the fashionable and fruity drink it’s named after.</p>","<p>100% natural cannabis</p>","<p>21.65% THC</p>",https://images.ctfassets.net/4a6u5f7bz40f/4IAmQQmGBinCaEm2ENuGK7/ddd2e80908470f4f150f08a1162e0aee/Stone_Road_-_5_pk.jpg,https://images.ctfassets.net/4a6u5f7bz40f/4IAmQQmGBinCaEm2ENuGK7/ddd2e80908470f4f150f08a1162e0aee/Stone_Road_-_5_pk.jpg,https://images.ctfassets.net/4a6u5f7bz40f/4IAmQQmGBinCaEm2ENuGK7/ddd2e80908470f4f150f08a1162e0aee/Stone_Road_-_5_pk.jpg,,"Stone Road - Mimosa Pre-Roll Pack",
S95CPRO1,,Flower,simple,"Shop/Products/Inhale/Pre-Rolls,Shop/Explore/Cannabinoids/THC,Shop/Explore/Strain/Hybrid/Sativa-Dominant,Shop/Explore/Strain/Sativa,Shop/Explore/Helps With/Energy,Shop/Explore/Helps With/Creativity,Shop/Explore/Helps With/Focus,Shop/Explore/Helps With/Energizing,Shop/Explore/Helps With/Socializing,Shop/Explore/Feeling/Daytime",base,"Maui OG Pre-Roll Pack",,1,,Catalog,31,,aster-farms-maui-og-day-pack,"Aster Farms","Sativa-Dominant Hybrid|Sativa",Pre-Rolls,Energy|Creativity|Focus|Energizing|Socializing,Daytime,THC,Mendocino,,,,,,,,,,1,,,,1,None,,,,"Contains a radiant terpene profile that provides a smooth euphoria.","<p>Maui OG is ideal for all types of users. Perfect for daytime use and creativity.</p>","<p>Maui OG is our radiant strain, ideal for all types of users. With a medium level of THC and a “radiant” terpene profile we suggest this strain for creativity and daytime use. Notes of citrus and pineapple with a smooth euphoria. Glowing, creative and relaxed is MOG.
Contains 5 x 0.71g Maui OG pre-rolls.
Net Wt. = 3.5 g (1/8 oz)</p>",,"<p>16% THC</p>",https://images.ctfassets.net/4a6u5f7bz40f/52wZ8cdlpLD356y111Zmho/5c9cb69ec2974240e3762f662d64ce53/aster-farms-preroll-pack-generic2.jpg,https://images.ctfassets.net/4a6u5f7bz40f/52wZ8cdlpLD356y111Zmho/5c9cb69ec2974240e3762f662d64ce53/aster-farms-preroll-pack-generic2.jpg,https://images.ctfassets.net/4a6u5f7bz40f/52wZ8cdlpLD356y111Zmho/5c9cb69ec2974240e3762f662d64ce53/aster-farms-preroll-pack-generic2.jpg,,"Aster Farms - Maui OG Pre-Roll Pack","Value for 'strain' attribute contains incorrect value, see acceptable values on settings specified for Admin"
SCABPRO1,,Flower,simple,"Shop/Products/Inhale/Flower,Shop/Explore/Cannabinoids/THC,Shop/Explore/Strain/Sativa,Shop/Explore/Helps With/Mood,Shop/Explore/Helps With/Energy,Shop/Explore/Helps With/Stress,Shop/Explore/Helps With/Creativity,Shop/Explore/Helps With/Focus,Shop/Explore/Helps With/Energizing,Shop/Explore/Helps With/Socializing,Shop/Explore/Feeling/Daytime",base,"Maui Wowie Flower",,1,,Catalog,33,,henrys-original-maui-wowie-flower,"Henry's Original",Sativa,Flower,Mood|Energy|Stress|Creativity|Focus|Energizing|Socializing,Daytime,THC,Mendocino,,,,,,,,,,1,,,,1,None,,,,"An energizing and motivating sativa.","<p>Maui Wowie will inspire you to stay productive and creative.  Its tropical flavors are a perfect match for being outside, creative projects, and crossing tasks off your to-do list.</p>","<p>Maui Wowie is a classic sativa cultivar made from a cross of Hawaiian and another strain that remains unknown. This strain features tropical flavors and stress-relieving qualities that will float you straight to the shores of Hawaii where this strain originally comes from - with its sweet pineapple flavors and high-energy euphoria. A perfect match for being outside, creative projects, and crossing tasks off your to-do list.</p>","<p>Pure cannabis flower</p>","<p>Approximately 21.04% THC</p>",https://images.ctfassets.net/4a6u5f7bz40f/1XE9HzwY7yVyyx6oDkq77H/c1e5413499e47d13d54ccc242b188e52/HenrysOriginal_Generic_Flower.jpg,https://images.ctfassets.net/4a6u5f7bz40f/1XE9HzwY7yVyyx6oDkq77H/c1e5413499e47d13d54ccc242b188e52/HenrysOriginal_Generic_Flower.jpg,https://images.ctfassets.net/4a6u5f7bz40f/1XE9HzwY7yVyyx6oDkq77H/c1e5413499e47d13d54ccc242b188e52/HenrysOriginal_Generic_Flower.jpg,,"Henry's Original - Maui Wowie Flower",
